,Unnamed: 0,policy_id,customer_gender_male,customer_education,incident_type_collision,fraud,num_injuries,policy_liability,customer_gender_female,incident_severity,authorities_contacted_fire,collision_type_front,incident_type_theft,authorities_contacted_none,collision_type_rear,policy_state_or,policy_annual_premium,policy_state_az,incident_type_breakin,collision_type_na,driver_relationship_na,num_witnesses,months_as_customer,policy_state_nv,policy_state_id,incident_hour,incident_month,authorities_contacted_ambulance,driver_relationship_spouse,incident_day,policy_state_ca,driver_relationship_child,total_claim_amount,vehicle_claim,injury_claim,num_claims_past_year,customer_age,auto_year,police_report_available,incident_dow,num_vehicles_involved,num_insurers_past_5_years,collision_type_side,driver_relationship_self,policy_state_wa,policy_deductable,driver_relationship_other,authorities_contacted_police
1053,1053,4218,1,3,0,0,0,3,0,1,0,0,1,0,0,0,3000,0,0,1,1,0,152,0,0,1,2,0,0,4,0,0,18838.0,15138.0,3700.0,0,63,2015,0,0,1,1,0,0,1,750,0,1
1054,1054,1118,0,2,0,0,0,2,1,0,0,0,0,0,0,0,3000,0,1,1,1,1,65,1,0,17,2,0,0,22,0,0,13555.0,10055.0,3500.0,0,31,2014,0,4,1,1,0,0,0,750,0,1
1055,1055,4493,1,3,1,0,0,2,0,0,0,0,0,1,1,0,2900,0,0,0,0,0,109,0,0,6,5,0,0,12,1,0,70255.0,7355.0,62900.0,0,41,2016,0,6,2,1,0,1,0,750,0,0
1056,1056,2913,0,1,1,0,1,0,1,1,0,0,0,0,1,0,3000,0,0,0,0,0,95,0,0,17,11,0,0,21,1,0,23718.0,19018.0,4700.0,0,28,2019,1,3,2,1,0,1,0,750,0,1
1057,1057,2928,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3000,0,1,1,1,0,110,1,0,15,9,0,0,27,0,0,28923.0,4623.0,24300.0,0,51,2014,0,4,1,1,0,0,0,750,0,1
1058,1058,4865,0,3,1,0,0,0,1,0,0,1,0,1,0,0,3000,0,0,0,0,1,159,0,0,8,3,0,0,19,1,0,101510.0,13210.0,88300.0,0,64,2017,0,1,2,1,0,1,0,750,0,0
1059,1059,1720,0,3,1,0,1,3,1,0,0,1,0,1,0,0,3000,0,0,0,0,0,29,0,0,18,12,0,0,21,1,0,53626.0,5726.0,47900.0,0,27,2017,0,5,2,4,0,1,0,750,0,0
1060,1060,3556,0,3,0,0,0,1,1,1,0,0,1,0,0,1,3000,0,0,1,1,0,5,0,0,5,1,0,0,3,0,0,95018.0,14218.0,80800.0,1,33,2017,0,3,1,1,0,0,0,750,0,1
1061,1061,313,1,1,1,0,3,0,0,1,0,0,0,0,0,0,3000,0,0,0,0,0,5,0,0,0,11,0,0,20,1,0,31728.0,22428.0,9300.0,0,29,2019,1,2,3,4,1,1,0,750,0,1
1062,1062,373,1,1,1,0,1,1,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,124,0,0,14,9,0,0,13,1,0,44801.0,15601.0,29200.0,0,43,2014,0,4,2,1,0,1,0,750,0,1
1063,1063,2229,1,1,1,0,0,1,0,0,0,0,0,1,0,0,3000,0,0,0,0,0,5,0,0,6,4,0,0,27,1,0,23102.0,17002.0,6100.0,0,23,2017,0,5,1,1,1,1,0,750,0,0
1064,1064,2267,1,4,1,0,1,2,0,1,0,0,0,0,0,0,2850,1,0,0,0,1,158,0,0,15,5,0,0,17,0,0,46984.0,7184.0,39800.0,0,40,2012,1,4,3,1,1,1,0,800,0,1
1065,1065,4056,1,3,1,0,3,0,0,2,0,1,0,0,0,0,2750,0,0,0,0,1,33,0,0,11,2,0,0,10,1,0,52507.0,38907.0,13600.0,0,31,2019,1,6,3,1,0,0,0,750,1,1
1066,1066,4106,0,3,1,0,0,2,1,0,0,0,0,0,0,0,3000,0,0,0,0,0,49,0,0,8,10,0,0,14,1,0,35037.0,14237.0,20800.0,0,69,2014,1,0,3,2,1,1,0,750,0,1
1067,1067,4115,1,3,1,0,0,0,0,2,0,1,0,0,0,0,2800,0,0,0,0,0,266,0,0,8,1,1,0,26,1,0,47035.0,42635.0,4400.0,0,61,2019,0,5,1,1,0,1,0,750,0,0
1068,1068,2456,0,4,1,0,0,2,1,0,0,0,0,1,1,0,3000,0,0,0,0,0,43,0,0,20,2,0,0,2,1,0,22140.0,8440.0,13700.0,0,41,2018,0,5,1,1,0,1,0,750,0,0
1069,1069,4248,1,4,1,0,0,2,0,0,0,1,0,0,0,0,3000,0,0,0,0,2,101,0,0,12,4,0,0,9,1,0,31297.0,19797.0,11500.0,0,37,2019,1,1,3,1,0,1,0,750,0,1
1070,1070,2697,1,1,1,0,3,1,0,2,0,0,0,0,0,0,3000,0,0,0,0,2,9,0,0,14,9,0,0,27,1,1,53475.0,25675.0,27800.0,0,21,2016,1,4,3,2,1,0,0,750,0,1
1071,1071,2927,0,3,0,0,0,1,1,1,0,0,1,0,0,1,2400,0,0,1,1,0,172,0,0,16,2,0,0,7,0,0,9222.0,5222.0,4000.0,0,64,2004,0,3,1,1,0,0,0,750,0,1
1072,1072,1379,1,1,1,0,0,1,0,1,0,0,0,0,0,0,3000,0,0,0,0,0,101,0,0,12,2,0,1,4,1,0,34434.0,16834.0,17600.0,0,47,2012,1,0,3,1,1,0,0,750,0,1
1073,1073,1420,0,3,1,0,0,2,1,2,0,0,0,0,1,0,3000,0,0,0,0,1,217,0,0,12,1,0,0,17,1,0,102961.0,33861.0,69100.0,0,41,2015,1,3,3,1,0,1,0,750,0,1
1074,1074,1431,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2600,0,1,1,1,1,100,0,0,1,10,0,0,20,1,0,39518.0,5918.0,33600.0,0,54,2015,0,6,1,1,0,0,0,750,0,1
1075,1075,4938,1,3,1,0,0,2,0,1,0,0,0,0,0,0,2750,0,0,0,0,0,41,0,0,15,11,0,0,29,1,0,26506.0,14106.0,12400.0,0,37,2015,1,4,2,1,1,1,0,750,0,1
1076,1076,241,1,4,1,1,0,2,0,0,0,1,0,0,0,0,3000,0,0,0,0,1,16,0,0,12,5,0,0,6,1,0,19686.0,6186.0,13500.0,0,32,2014,1,0,3,5,0,1,0,750,0,1
1077,1077,2015,0,3,1,0,0,1,1,0,0,1,0,0,0,1,3000,0,0,0,0,1,83,0,0,8,11,0,0,8,0,0,9449.0,6749.0,2700.0,0,54,2013,1,4,2,1,0,1,0,750,0,1
1078,1078,3781,1,1,1,0,0,1,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,153,0,0,21,12,0,0,20,0,0,26705.0,11705.0,15000.0,0,61,2015,1,4,2,1,0,1,1,750,0,1
1079,1079,455,1,3,1,0,1,3,0,1,0,0,0,0,1,0,2750,0,0,0,0,1,160,0,0,10,4,0,0,22,1,0,16359.0,9859.0,6500.0,0,67,2012,1,0,2,1,0,1,0,750,0,1
1080,1080,3800,0,4,1,0,0,0,1,1,0,0,0,0,0,0,2900,1,0,0,0,1,66,0,0,11,2,0,0,15,0,0,23173.0,18373.0,4800.0,0,38,2018,0,4,2,1,1,1,0,750,0,1
1081,1081,3828,1,2,1,0,1,1,0,2,0,0,0,0,0,0,3000,0,0,0,0,0,107,0,0,19,9,0,0,9,1,0,50661.0,41961.0,8700.0,0,55,2020,1,0,3,1,1,1,0,750,0,1
1082,1082,3834,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,1,1,1,0,59,0,0,12,12,0,0,11,1,0,22368.0,7368.0,15000.0,0,35,2015,0,2,1,1,0,0,0,750,0,1
1083,1083,2205,1,1,1,0,1,0,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,36,0,0,13,11,0,0,26,1,1,25931.0,16931.0,9000.0,0,24,2020,1,1,2,1,0,0,0,750,0,1
1084,1084,2293,0,3,1,0,0,2,1,0,0,0,0,0,1,0,3000,0,0,0,0,0,236,0,0,11,2,0,0,25,0,0,27884.0,10684.0,17200.0,0,55,2018,0,0,2,1,0,1,1,750,0,1
1085,1085,998,1,4,1,0,0,0,0,0,0,0,0,1,0,0,3000,0,0,0,0,0,96,0,0,6,1,0,0,2,1,0,19484.0,8684.0,10800.0,0,41,2019,0,2,1,1,1,1,0,750,0,0
1086,1086,4343,1,4,1,0,0,3,0,1,0,1,0,0,0,0,3000,1,0,0,0,0,3,0,0,3,10,0,1,2,0,0,46179.0,23679.0,22500.0,0,28,2018,0,2,1,4,0,0,0,750,0,1
1087,1087,2719,0,1,1,0,0,0,1,0,0,0,0,1,0,0,3000,0,0,0,0,2,159,0,0,14,11,0,0,22,1,0,29241.0,9141.0,20100.0,0,66,2017,0,4,2,1,1,1,0,750,0,0
1088,1088,4640,1,1,1,0,0,1,0,2,0,0,0,0,0,0,2850,0,0,0,0,2,22,0,0,12,3,0,0,4,1,0,46907.0,29007.0,17900.0,0,37,2015,1,0,3,4,1,1,0,750,0,1
1089,1089,4705,0,4,1,0,0,1,1,1,0,1,0,0,0,0,2600,0,0,0,0,0,232,0,0,19,11,0,0,12,0,0,24927.0,15927.0,9000.0,0,61,2016,0,1,2,1,0,1,1,750,0,1
1090,1090,1539,0,3,1,0,1,3,1,2,0,1,0,0,0,0,3000,0,0,0,0,1,25,0,0,8,11,0,0,8,1,1,44647.0,33747.0,10900.0,0,44,2018,1,4,3,3,0,0,0,750,0,1
1091,1091,3205,0,3,1,0,0,2,1,0,0,0,0,0,0,1,3000,0,0,0,0,2,68,0,0,5,8,0,0,9,0,0,20198.0,9498.0,10700.0,2,47,2020,1,4,3,1,1,1,0,750,0,1
1092,1092,30,1,2,1,0,0,2,0,1,0,0,0,0,1,0,3000,0,0,0,0,2,12,0,0,14,2,0,0,11,1,0,22137.0,14337.0,7800.0,0,48,2017,1,0,4,1,0,1,0,750,0,1
1093,1093,113,0,3,1,0,0,0,1,1,0,0,0,0,1,0,3000,0,0,0,0,2,108,0,0,20,1,0,0,22,1,1,43572.0,16272.0,27300.0,0,49,2018,1,1,2,1,0,0,0,750,0,1
1094,1094,578,1,3,1,0,1,1,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,102,0,0,16,3,0,0,14,1,0,30887.0,15287.0,15600.0,0,56,2017,0,3,2,1,0,1,0,750,0,1
1095,1095,4048,0,3,1,0,2,1,1,2,1,1,0,0,0,0,3000,0,0,0,0,0,58,0,0,13,3,0,0,16,1,0,47079.0,32979.0,14100.0,0,40,2018,0,5,2,1,0,1,0,750,0,0
1096,1096,4392,0,1,1,0,0,2,1,2,0,0,0,0,1,0,3000,0,0,0,0,0,14,0,0,13,7,0,0,23,1,0,42624.0,19224.0,23400.0,0,22,2012,0,1,2,5,0,1,0,750,0,1
1097,1097,1179,0,2,1,0,1,2,1,2,0,0,0,0,1,0,3000,0,0,0,0,3,120,0,0,20,10,0,0,3,0,0,45732.0,35732.0,10000.0,0,50,2017,1,3,3,1,0,0,1,750,1,1
1098,1098,1181,1,4,1,0,0,1,0,0,0,0,0,1,1,1,2600,0,0,0,0,0,156,0,0,15,1,0,0,31,0,0,36565.0,8265.0,28300.0,0,55,2016,0,3,2,1,0,1,0,750,0,0
1099,1099,1207,1,1,1,0,1,2,0,2,0,1,0,0,0,0,3000,0,0,0,0,0,36,0,0,21,10,1,0,14,1,0,35094.0,11094.0,24000.0,0,36,2003,0,0,2,2,0,1,0,750,0,0
1100,1100,2901,0,1,1,0,0,2,1,0,0,1,0,1,0,0,2500,0,0,0,0,1,156,0,0,7,1,0,0,24,1,0,21197.0,14197.0,7000.0,0,49,2015,0,3,2,1,0,1,0,750,0,0
1101,1101,4888,0,4,1,0,0,0,1,1,0,1,0,0,0,0,3000,1,0,0,0,0,33,0,0,14,2,0,0,19,0,0,41222.0,27522.0,13700.0,1,53,2020,1,1,2,2,0,1,0,750,0,1
1102,1102,3336,1,3,1,1,1,1,0,0,0,0,0,1,1,0,3000,0,0,0,0,1,52,0,0,15,10,0,0,11,1,0,15649.0,12749.0,2900.0,0,23,2020,0,4,2,2,0,1,0,750,0,0
1103,1103,3348,1,1,0,0,0,1,0,1,0,0,1,0,0,1,3000,0,0,1,1,0,324,0,0,11,3,0,0,25,0,0,28910.0,15610.0,13300.0,0,67,2016,0,0,1,1,0,0,0,750,0,1
1104,1104,68,1,1,1,0,0,1,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,97,0,0,10,9,0,0,28,1,0,23863.0,7563.0,16300.0,0,34,2019,0,5,2,1,0,1,0,750,0,0
1105,1105,3712,0,3,1,0,0,2,1,0,0,0,0,0,0,0,3000,0,0,0,0,0,46,0,0,12,1,0,0,24,1,0,25969.0,11969.0,14000.0,0,42,2017,0,3,2,3,1,1,0,750,0,1
1106,1106,443,0,3,1,0,0,1,0,0,0,1,0,1,0,0,2550,0,0,0,0,1,85,0,0,13,11,0,0,20,1,0,33276.0,6976.0,26300.0,0,64,2015,0,2,2,1,0,1,0,750,0,0
1107,1107,3979,1,3,1,0,3,2,0,2,0,0,0,0,1,0,3000,0,0,0,0,1,26,0,1,9,5,0,0,8,0,0,27030.0,22830.0,4200.0,1,49,2012,1,2,3,1,0,1,0,750,0,1
1108,1108,2344,0,3,1,0,2,2,1,2,1,0,0,0,1,0,3000,1,0,0,0,0,52,0,0,6,11,0,0,24,0,0,263190.0,41390.0,221800.0,0,22,2018,0,6,2,2,0,1,0,750,0,0
1109,1109,4162,1,4,1,0,2,1,0,1,0,1,0,0,0,0,3000,0,0,0,0,2,183,0,0,18,11,0,0,22,0,0,52962.0,18462.0,34500.0,0,65,2016,1,4,4,1,0,1,1,750,0,1
1110,1110,4185,0,3,1,0,2,1,1,2,0,0,0,0,0,0,3000,0,0,0,0,1,7,0,0,13,10,0,0,13,0,0,69848.0,23748.0,46100.0,0,47,2011,1,6,4,4,1,1,1,750,0,1
1111,1111,4430,1,3,1,1,2,1,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,9,0,1,8,10,0,1,1,0,0,101659.0,18959.0,82700.0,0,20,2018,1,1,2,1,0,0,0,750,0,1
1112,1112,3033,1,3,1,0,0,3,0,0,0,0,0,1,0,0,2850,0,0,0,0,0,170,0,0,14,8,0,0,27,1,0,33809.0,12309.0,21500.0,0,40,2017,0,1,1,1,1,1,0,750,0,0
1113,1113,1581,1,3,0,0,0,1,0,1,0,0,1,0,0,0,2650,0,0,1,1,0,157,0,0,14,5,0,0,31,1,0,24788.0,17588.0,7200.0,0,49,2012,0,4,1,1,0,0,0,750,0,1
1114,1114,1633,0,3,0,0,0,2,1,0,0,0,0,0,0,0,3000,0,1,1,1,0,3,0,0,7,9,0,0,13,1,0,28538.0,18238.0,10300.0,0,30,2020,0,4,1,2,0,0,0,750,0,1
1115,1115,3274,0,4,1,0,2,0,1,2,0,1,0,0,0,0,3000,0,0,0,0,0,87,0,0,9,4,0,0,17,1,0,87133.0,31433.0,55700.0,0,42,2017,0,2,2,1,0,0,0,750,1,1
1116,1116,38,1,1,1,0,4,2,0,2,0,0,0,0,1,0,3000,0,0,0,0,2,98,0,0,11,11,0,0,26,0,0,83321.0,37021.0,46300.0,0,51,2017,1,1,3,1,0,1,1,750,0,1
1117,1117,148,0,2,1,0,0,3,1,0,0,1,0,1,0,0,2600,0,0,0,0,1,108,0,0,18,9,0,0,12,1,0,78878.0,12678.0,66200.0,0,57,2018,0,3,2,1,0,1,0,750,0,0
1118,1118,502,1,1,1,0,0,1,0,1,0,1,0,0,0,0,3000,0,0,0,0,2,117,1,0,6,5,0,0,1,0,0,76901.0,14401.0,62500.0,0,57,2019,1,2,3,1,0,1,0,750,0,1
1119,1119,657,0,3,1,0,1,1,1,2,1,1,0,0,0,1,3000,0,0,0,0,2,25,0,0,16,1,0,0,11,0,0,39883.0,37483.0,2400.0,0,34,2020,0,4,2,1,0,1,0,750,0,0
1120,1120,2340,0,3,1,0,0,2,1,1,0,1,0,0,0,0,3000,0,0,0,0,1,101,0,0,5,8,1,1,10,1,0,31776.0,16576.0,15200.0,0,68,2019,0,5,2,1,0,0,0,750,0,0
1121,1121,847,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2700,0,1,1,1,0,144,0,0,15,5,0,0,12,0,0,27374.0,7774.0,19600.0,0,65,2017,0,6,1,1,0,0,1,750,0,1
1122,1122,2589,0,3,1,0,0,1,1,1,0,1,0,0,0,0,3000,0,0,0,0,3,17,0,0,20,11,0,0,8,1,0,35241.0,18641.0,16600.0,0,30,2017,1,4,2,4,0,1,0,750,0,1
1123,1123,4710,0,4,0,0,0,1,1,1,0,0,1,0,0,0,3000,0,0,1,1,0,216,0,0,6,6,0,0,14,1,0,31008.0,19908.0,11100.0,0,38,2019,0,4,1,1,0,0,0,750,0,1
1124,1124,2974,0,2,1,0,1,2,1,1,0,1,0,0,0,0,2700,0,0,0,0,0,112,1,0,0,1,0,0,28,0,1,69355.0,11655.0,57700.0,0,52,2019,1,0,2,1,0,0,0,750,0,1
1125,1125,4822,1,4,1,0,1,2,0,2,0,1,0,0,0,0,3000,0,0,0,0,2,126,0,0,1,12,0,0,9,1,0,61913.0,19213.0,42700.0,0,39,2008,1,0,3,1,0,1,0,750,0,1
1126,1126,4914,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2900,0,1,1,1,0,34,0,0,18,8,0,0,8,1,0,12751.0,9051.0,3700.0,0,32,2011,0,3,1,2,0,0,0,750,0,1
1127,1127,1640,0,3,0,0,0,2,1,0,0,0,0,0,0,0,3000,0,1,1,1,0,215,0,0,13,8,0,0,6,1,0,9499.0,7199.0,2300.0,0,57,2013,0,1,1,1,0,0,0,750,0,1
1128,1128,3227,0,3,1,0,0,1,1,0,0,0,0,1,1,0,3000,0,0,0,0,0,111,0,1,11,3,0,0,16,0,0,18678.0,5578.0,13100.0,0,32,2016,0,5,2,1,0,1,0,750,0,0
1129,1129,1734,0,1,1,0,0,1,1,0,0,0,0,0,0,0,3000,0,0,0,0,3,63,0,0,15,1,0,0,3,1,0,11256.0,6256.0,5000.0,0,24,2012,1,3,4,1,1,1,0,750,0,1
1130,1130,1843,1,0,1,0,1,1,0,0,0,0,0,1,0,1,2800,0,0,0,0,0,106,0,0,16,9,0,0,13,0,1,23384.0,5784.0,17600.0,0,36,2017,0,4,2,1,1,0,0,750,0,0
1131,1131,3811,0,3,1,0,1,1,0,2,0,0,0,0,0,0,2950,0,0,0,0,2,142,0,0,8,10,0,0,17,1,0,58405.0,31505.0,26900.0,0,60,2016,1,3,3,1,1,1,0,750,0,1
1132,1132,3894,1,4,0,1,0,1,0,0,0,0,0,1,0,0,3000,0,1,1,1,0,129,0,0,19,10,0,0,4,1,0,15867.0,12167.0,3700.0,0,39,2018,0,4,1,1,0,0,0,750,0,0
1133,1133,2269,1,3,1,1,0,1,0,1,0,0,0,0,0,0,2800,0,0,0,0,1,17,0,0,21,6,0,0,29,1,0,23278.0,15978.0,7300.0,0,29,2017,0,5,2,1,1,1,0,750,0,1
1134,1134,4462,1,4,0,0,0,0,0,1,0,0,1,0,0,0,3000,0,0,1,1,0,35,0,0,9,5,0,0,1,1,0,6200.0,1000.0,5200.0,0,40,2006,0,2,1,4,0,0,0,750,0,1
1135,1135,4489,1,4,1,0,0,2,0,1,0,0,0,0,1,0,3000,1,0,0,0,2,158,0,0,10,2,0,0,12,0,0,12063.0,9463.0,2600.0,0,64,2016,1,1,2,1,0,1,0,750,0,1
1136,1136,2977,0,2,1,0,0,2,1,0,0,0,0,1,0,0,3000,1,0,0,0,2,11,0,0,17,10,0,0,27,0,0,19359.0,11559.0,7800.0,0,27,2017,0,6,2,5,1,1,0,750,0,0
1137,1137,4972,1,3,1,0,0,1,0,0,0,0,0,1,0,0,3000,0,0,0,0,1,274,0,0,12,9,0,0,18,1,0,39403.0,12103.0,27300.0,0,51,2014,0,2,2,1,1,1,0,750,0,0
1138,1138,3373,0,1,1,0,0,0,1,0,0,1,0,1,0,0,2900,0,0,0,0,0,43,0,0,19,2,0,0,22,1,0,10375.0,6275.0,4100.0,0,52,2019,0,4,2,2,0,1,0,750,0,0
1139,1139,129,0,2,1,0,1,0,1,2,0,1,0,0,0,0,3000,0,0,0,0,3,30,0,0,7,5,0,1,27,1,0,51771.0,31471.0,20300.0,0,20,2016,1,0,3,3,0,0,0,750,0,1
1140,1140,398,1,1,1,0,0,1,0,0,0,1,0,1,0,0,3000,0,0,0,0,1,69,0,0,14,12,0,0,1,1,0,35976.0,13676.0,22300.0,0,25,2015,0,6,2,1,0,1,0,750,0,0
1141,1141,506,0,1,1,0,0,1,1,1,0,0,0,0,1,0,3000,0,0,0,0,0,140,0,0,7,1,0,0,7,1,0,18669.0,14469.0,4200.0,0,47,2017,1,0,2,1,0,1,0,750,0,1
1142,1142,3851,1,4,1,0,0,3,0,2,1,1,0,0,0,0,3000,0,0,0,0,0,32,0,0,18,2,0,0,22,1,0,46862.0,35462.0,11400.0,0,46,2019,0,4,1,1,0,1,0,750,0,0
1143,1143,2136,0,1,1,0,4,0,1,2,0,1,0,0,0,0,3000,1,0,0,0,0,129,0,0,13,12,0,0,22,0,0,42878.0,34478.0,8400.0,0,57,2019,1,6,2,1,0,1,0,750,0,1
1144,1144,530,0,3,1,0,0,1,1,0,0,0,0,0,1,0,3000,0,0,0,0,3,50,0,0,4,5,0,0,8,1,0,12285.0,5585.0,6700.0,0,39,2019,1,2,3,1,0,1,0,750,0,1
1145,1145,604,0,1,1,0,0,1,1,0,0,0,0,1,0,1,2850,0,0,0,0,1,89,0,0,12,11,0,0,14,0,0,28616.0,12116.0,16500.0,0,64,2017,0,3,2,1,1,1,0,750,0,0
1146,1146,702,1,3,1,0,0,2,0,0,0,0,0,0,0,0,3000,0,0,0,0,3,62,0,0,10,7,0,0,15,0,1,31161.0,19661.0,11500.0,0,27,2020,1,0,4,1,1,0,1,750,0,1
1147,1147,884,0,2,1,0,0,1,1,0,0,0,0,1,0,0,2500,0,0,0,0,0,209,0,0,20,3,0,0,1,1,0,46293.0,7493.0,38800.0,0,53,2011,0,4,2,1,1,1,0,750,0,0
1148,1148,4327,0,3,1,0,0,0,1,1,0,0,0,0,0,0,2650,0,0,0,0,1,27,0,0,8,8,1,1,23,1,0,76881.0,27081.0,49800.0,0,46,2020,0,4,2,3,1,0,0,750,0,0
1149,1149,2588,1,3,0,0,0,2,0,1,0,0,1,0,0,0,3000,0,0,1,1,0,33,0,0,15,10,0,0,6,0,0,58151.0,14251.0,43900.0,0,35,2019,0,6,1,2,0,0,1,750,0,1
1150,1150,1170,1,1,1,0,0,1,0,0,0,0,0,1,0,0,3000,0,0,0,0,0,121,0,0,7,11,0,0,14,1,0,16116.0,11916.0,4200.0,0,67,2015,0,3,1,1,1,1,0,750,0,0
1151,1151,1200,0,3,1,0,2,0,1,2,1,1,0,0,0,0,3000,0,0,0,0,0,149,0,0,5,6,0,0,26,1,0,36442.0,32042.0,4400.0,0,57,2018,0,2,1,1,0,0,0,750,1,0
1152,1152,1218,1,4,1,0,4,3,0,2,0,1,0,0,0,0,3000,0,0,0,0,0,45,0,0,11,9,0,1,1,1,0,36294.0,19694.0,16600.0,0,33,2014,1,6,3,2,0,0,0,750,0,1
1153,1153,4862,0,1,1,0,0,0,1,1,0,0,0,0,1,0,2850,0,0,0,0,0,107,0,0,9,11,0,0,7,1,0,33874.0,7474.0,26400.0,0,68,2015,1,3,3,1,0,1,0,750,0,1
1154,1154,1592,0,4,1,0,2,3,1,2,0,1,0,0,0,0,3000,0,0,0,0,2,111,0,0,11,3,0,0,12,0,0,36817.0,33817.0,3000.0,0,32,2017,1,1,4,1,0,1,1,750,0,1
1155,1155,1675,0,4,1,0,0,1,0,1,0,1,0,0,0,0,3000,1,0,0,0,5,135,0,0,4,3,0,0,2,0,0,25347.0,16947.0,8400.0,0,61,2020,1,5,5,1,0,1,0,750,0,1
1156,1156,1771,0,3,1,0,0,2,0,0,0,1,0,1,0,1,3000,0,0,0,0,2,145,0,0,13,1,0,0,2,0,0,117011.0,17611.0,99400.0,0,54,2018,0,2,2,1,0,1,0,750,0,0
1157,1157,1855,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3000,0,1,1,1,0,24,0,0,6,7,0,0,27,1,0,16182.0,7682.0,8500.0,0,34,2014,0,5,1,1,0,0,0,750,0,1
1158,1158,1869,1,3,1,0,2,1,0,2,0,0,0,0,0,0,3000,0,0,0,0,0,154,1,0,4,12,1,0,12,0,0,31848.0,19548.0,12300.0,0,60,2010,0,3,2,1,1,1,0,750,0,0
1159,1159,2183,1,4,1,0,1,0,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,17,0,0,9,8,0,0,7,1,0,36437.0,9337.0,27100.0,0,53,2017,0,2,2,3,0,1,0,750,0,0
1160,1160,2203,1,4,0,0,0,3,0,1,0,0,1,0,0,0,2600,0,0,1,1,0,102,0,0,10,1,0,0,25,0,0,15188.0,8288.0,6900.0,0,59,2010,0,4,1,1,0,0,1,750,0,1
1161,1161,4022,1,2,1,0,2,1,0,2,0,0,0,0,1,0,3000,0,0,0,0,3,93,0,0,14,7,0,0,30,0,0,45587.0,32187.0,13400.0,1,53,2016,1,1,4,1,0,1,1,750,0,1
1162,1162,4093,1,1,1,0,4,1,0,2,0,1,0,0,0,1,2850,0,0,0,0,2,72,0,0,9,12,0,0,7,0,0,35012.0,26112.0,8900.0,0,46,2013,1,5,3,1,0,1,0,750,0,1
1163,1163,2431,0,1,1,0,0,2,1,0,0,0,0,0,1,0,3000,0,0,0,0,0,55,0,0,0,11,0,0,21,0,0,20109.0,4409.0,15700.0,0,33,2015,1,3,2,2,0,1,1,750,0,1
1164,1164,4321,0,1,1,0,1,1,1,2,0,0,0,0,1,0,3000,0,0,0,0,2,44,0,0,14,3,0,0,15,1,0,39620.0,26220.0,13400.0,0,32,2015,1,4,3,1,0,1,0,750,0,1
1165,1165,978,1,1,1,0,4,0,0,2,0,1,0,0,0,0,3000,0,0,0,0,0,87,0,0,9,8,0,0,15,1,0,48909.0,41409.0,7500.0,0,45,2019,1,3,3,1,0,1,0,750,0,1
1166,1166,1035,0,4,1,0,0,1,0,2,0,1,0,0,0,0,3000,0,0,0,0,1,61,0,0,21,10,0,0,8,1,0,65959.0,42259.0,23700.0,0,68,2020,1,1,3,1,0,1,0,750,0,1
1167,1167,2688,0,1,1,0,1,3,1,1,0,1,0,0,0,0,3000,0,0,0,0,3,36,0,0,15,8,0,0,13,1,0,29404.0,23904.0,5500.0,0,37,2020,1,1,3,2,0,1,0,750,0,1
1168,1168,4942,1,4,1,0,1,1,0,2,0,0,0,0,1,0,3000,0,0,0,0,1,25,0,0,15,9,0,0,1,0,0,76799.0,40199.0,36600.0,0,66,2018,1,6,3,2,0,1,1,750,0,1
1169,1169,3217,1,2,1,0,0,0,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,82,0,0,15,10,0,0,2,1,0,23163.0,9863.0,13300.0,0,36,2019,0,2,1,1,0,1,0,750,0,0
1170,1170,1641,0,4,1,0,0,1,1,0,0,1,0,0,0,0,3000,0,0,0,0,1,182,0,0,9,11,0,0,5,1,0,10069.0,8869.0,1200.0,0,63,2017,0,1,2,1,0,1,0,750,0,1
1171,1171,3569,0,1,1,0,0,3,1,0,0,1,0,1,0,0,3000,0,0,0,0,0,68,1,0,11,10,0,0,21,0,0,36898.0,9298.0,27600.0,0,30,2020,0,0,1,1,0,1,0,750,0,0
1172,1172,1905,0,3,1,0,0,1,1,1,0,1,0,0,0,0,2850,0,0,0,0,0,118,1,0,5,3,0,0,18,0,0,32110.0,12210.0,19900.0,0,38,2014,0,0,2,1,0,1,0,750,0,1
1173,1173,732,1,4,1,0,2,0,0,2,0,1,0,0,0,0,2500,0,0,0,0,2,136,0,0,13,10,1,0,29,1,0,44736.0,19836.0,24900.0,0,57,2012,0,1,2,1,0,1,0,750,0,0
