,policy_id,authorities_contacted_none,policy_liability,customer_gender_female,fraud,incident_severity,total_claim_amount,driver_relationship_child,policy_state_az,police_report_available,driver_relationship_self,authorities_contacted_police,num_witnesses,collision_type_front,vehicle_claim,incident_day,incident_type_breakin,policy_state_nv,policy_state_or,injury_claim,num_vehicles_involved,incident_type_collision,policy_state_ca,num_claims_past_year,incident_hour,collision_type_side,incident_month,policy_annual_premium,months_as_customer,num_insurers_past_5_years,policy_deductable,incident_type_theft,num_injuries,customer_gender_male,authorities_contacted_ambulance,customer_education,driver_relationship_spouse,policy_state_wa,collision_type_rear,incident_dow,policy_state_id,auto_year,driver_relationship_na,customer_age,authorities_contacted_fire,driver_relationship_other,collision_type_na
1472,386,0,1,1,0,0,19500.0,0,0,1,0,1,0,0,9000.0,10,0,0,0,10500.0,3,1,1,0,8,1,9,3000,93,1,750,0,1,0,0,3,0,0,0,1,0,2014,0,51,0,1,0
1473,3929,0,0,0,0,2,49500.0,0,0,1,1,1,2,0,29500.0,28,0,0,0,20000.0,4,1,1,0,7,0,10,3000,37,1,750,0,2,1,0,3,0,0,1,0,0,2013,0,29,0,0,0
1474,2266,0,1,0,0,1,13000.0,0,0,0,0,1,1,0,11000.0,30,0,1,0,2000.0,2,1,0,0,6,0,9,2850,136,1,750,0,1,1,0,3,0,0,1,0,0,2020,0,65,0,1,0
1475,4220,0,0,1,0,1,26000.0,0,0,1,1,1,0,1,15000.0,6,0,0,0,11000.0,2,1,1,0,20,0,12,3000,100,1,750,0,1,0,0,0,0,0,0,4,0,2016,0,50,0,0,0
1476,844,0,1,0,0,0,12500.0,0,0,1,1,1,0,1,12500.0,4,0,0,0,0.0,3,1,1,0,14,0,10,3000,158,1,750,0,0,1,0,3,0,0,0,4,0,2016,0,40,0,0,0
1477,870,0,2,0,0,1,14000.0,0,0,1,1,1,0,0,14000.0,18,0,0,1,0.0,2,1,0,0,3,1,2,2750,46,3,750,0,0,1,0,3,0,0,0,0,0,2015,0,38,0,0,0
1478,2768,0,2,0,0,2,52000.0,0,1,0,1,1,0,0,43000.0,28,0,0,0,9000.0,2,1,0,0,14,1,9,3000,52,2,750,0,1,1,0,1,0,0,0,5,0,2020,0,59,0,0,0
1479,1444,0,1,0,0,0,11500.0,0,1,1,1,1,1,0,11500.0,17,0,0,0,0.0,3,1,0,0,14,0,8,3000,39,2,750,0,0,1,0,2,0,0,1,5,0,2014,0,30,0,0,0
1480,3373,1,1,1,0,0,13000.0,0,0,0,1,0,0,0,13000.0,12,0,0,0,0.0,1,1,0,0,17,0,5,2900,8,5,750,0,0,0,0,1,0,1,1,6,0,2015,0,50,0,0,0
1481,1705,0,1,0,0,0,20000.0,0,0,1,1,1,0,0,20000.0,28,0,0,0,0.0,2,1,1,0,17,1,1,3000,37,2,750,0,0,1,0,1,0,0,0,0,0,2019,0,38,0,0,0
1482,506,0,0,0,0,1,14500.0,0,1,1,0,1,0,1,14500.0,9,0,0,0,0.0,2,1,0,0,19,0,10,3000,34,2,750,0,0,1,0,1,0,0,0,2,0,2013,0,27,0,1,0
1483,2222,1,0,0,0,0,19000.0,0,0,0,1,0,0,1,19000.0,28,0,0,0,0.0,1,1,1,0,9,0,5,3000,107,1,750,0,0,1,0,3,0,0,0,1,0,2020,0,40,0,0,0
1484,2489,0,1,0,0,2,71000.0,0,0,1,1,1,1,0,46000.0,31,0,0,0,25000.0,3,1,1,1,13,0,1,3000,40,2,750,0,1,1,0,2,0,0,1,3,0,2020,0,29,0,0,0
1485,4862,0,0,1,0,1,16500.0,0,0,0,1,1,2,0,16500.0,19,0,0,0,0.0,2,1,1,0,7,0,3,3000,120,1,750,0,0,0,0,1,0,0,1,1,0,2019,0,47,0,0,0
1486,1618,1,0,1,0,0,11500.0,0,1,0,1,0,0,0,11500.0,2,0,0,0,0.0,2,1,0,0,15,1,12,2950,43,3,750,0,0,0,0,4,0,0,0,0,0,2018,0,37,0,0,0
1487,3321,0,0,0,0,0,14000.0,0,1,1,1,1,0,0,14000.0,17,0,0,0,0.0,2,1,0,0,22,1,2,3000,186,1,750,0,0,1,0,4,0,0,0,6,0,2019,0,38,0,0,0
1488,3401,0,0,1,0,1,17000.0,0,0,0,0,1,2,0,17000.0,9,0,0,0,0.0,2,1,1,0,1,1,9,3000,87,1,750,0,0,0,0,3,0,0,0,0,0,2018,0,31,0,1,0
1489,3501,0,1,0,0,2,91500.0,0,0,1,1,1,0,0,41500.0,28,0,1,0,50000.0,3,1,0,0,14,1,10,3000,102,1,750,0,3,1,0,3,0,0,0,0,0,2019,0,50,0,0,0
1490,3628,0,0,0,0,1,38000.0,0,0,1,1,1,1,1,23000.0,23,0,0,0,15000.0,3,1,1,0,5,0,11,3000,372,1,750,0,1,1,0,1,0,0,0,5,0,2020,0,51,0,0,0
1491,283,0,0,0,0,1,19000.0,0,0,1,1,1,1,0,5500.0,12,0,0,0,13500.0,2,1,1,0,13,0,2,3000,25,4,750,0,2,1,0,3,0,0,1,1,0,2009,0,20,0,0,0
1492,2308,0,0,0,0,2,34000.0,0,0,1,1,1,2,1,34000.0,4,0,0,0,0.0,2,1,1,0,7,0,2,2700,175,1,750,0,0,1,0,4,0,0,0,0,0,2015,0,71,0,0,0
1493,4081,0,2,1,0,1,17000.0,0,0,0,0,1,0,0,17000.0,21,0,0,0,0.0,1,0,1,0,1,0,10,2950,79,1,750,1,0,0,0,1,0,0,0,0,0,2015,1,29,0,0,1
1494,737,0,2,1,0,2,40000.0,0,0,1,1,1,2,1,33000.0,16,0,0,1,7000.0,3,1,0,0,1,0,11,3000,174,1,750,0,1,0,0,1,0,0,0,5,0,2016,0,48,0,0,0
1495,743,0,1,0,0,1,5500.0,0,0,1,1,1,0,1,5500.0,24,0,0,0,0.0,2,1,1,0,6,0,7,2950,168,1,750,0,0,1,0,4,0,0,0,2,0,2008,0,57,0,0,0
1496,4212,0,1,1,0,2,37500.0,0,0,1,0,1,3,1,30000.0,2,0,0,0,7500.0,3,1,1,0,13,0,5,2550,77,1,750,0,3,0,0,3,1,0,0,3,0,2015,0,51,0,0,0
1497,2595,0,0,0,0,0,7000.0,0,1,0,0,1,0,0,7000.0,21,1,0,0,0.0,1,0,0,0,8,0,3,3000,106,1,750,0,0,1,0,4,0,0,0,3,0,2019,1,40,0,0,1
1498,2703,0,1,0,0,1,40000.0,0,0,1,0,1,3,1,21500.0,17,0,0,0,18500.0,4,1,1,0,13,0,9,3000,95,1,750,0,4,1,0,3,1,0,0,1,0,2016,0,47,0,0,0
1499,1150,0,2,1,0,1,13000.0,0,1,0,0,1,0,0,13000.0,20,0,0,0,0.0,1,0,0,0,10,0,2,3000,97,1,750,1,0,0,0,4,0,0,0,2,0,2019,1,55,0,0,1
1500,1515,0,1,1,0,1,10000.0,1,0,0,0,1,2,0,10000.0,17,0,0,0,0.0,2,1,1,0,11,0,6,3000,105,1,750,0,0,0,0,3,0,0,1,0,0,2017,0,42,0,0,0
1501,2278,0,0,0,0,1,37500.0,0,1,1,1,1,3,1,22500.0,25,0,0,0,15000.0,2,1,0,0,14,0,11,3000,258,1,750,0,1,1,0,3,0,0,0,0,0,2018,0,61,0,0,0
1502,4274,0,2,1,0,2,37000.0,0,0,1,1,1,4,1,31500.0,18,0,0,0,5500.0,3,1,1,0,16,0,2,2800,220,1,750,0,1,0,0,3,0,0,0,0,0,2015,0,69,0,0,0
1503,4365,1,0,0,0,0,18000.0,0,0,0,1,0,2,0,18000.0,5,0,0,0,0.0,2,1,1,0,19,0,11,3000,68,1,750,0,0,1,0,1,0,0,1,1,0,2017,0,33,0,0,0
1504,4366,0,2,1,0,2,52000.0,0,0,1,1,1,1,1,47000.0,3,0,0,0,5000.0,3,1,0,0,13,0,1,3000,62,1,750,0,4,0,0,1,0,1,0,3,0,2020,0,55,0,0,0
1505,1088,0,3,0,0,0,13500.0,0,0,0,0,1,0,0,13500.0,29,1,0,0,0.0,1,0,1,0,13,0,12,3000,114,1,750,0,0,1,0,2,0,0,0,6,0,2019,1,41,0,0,1
1506,4541,1,2,0,1,0,10500.0,0,0,0,1,0,0,0,10500.0,11,0,0,0,0.0,1,1,0,0,16,1,9,3000,14,5,750,0,0,1,0,4,0,1,0,2,0,2017,0,53,0,0,0
1507,1274,0,3,0,0,1,20000.0,0,0,1,1,1,0,1,20000.0,15,0,0,0,0.0,2,1,0,1,13,0,2,3000,109,1,750,0,0,1,0,1,0,1,0,4,0,2020,0,33,0,0,0
1508,3157,0,0,0,0,2,53500.0,0,0,1,1,1,0,0,37000.0,20,0,0,0,16500.0,3,1,1,0,17,0,4,3000,16,1,750,0,3,1,0,1,0,0,1,5,0,2019,0,34,0,0,0
1509,1578,1,0,0,0,0,5000.0,0,1,0,1,0,2,1,5000.0,12,0,0,0,0.0,2,1,0,0,11,0,4,2650,125,1,750,0,0,1,0,1,0,0,0,4,0,2014,0,72,0,0,0
1510,1588,0,0,0,0,2,38000.0,1,0,1,0,1,1,0,30500.0,17,0,0,0,7500.0,2,1,1,0,5,0,4,3000,36,1,750,0,2,1,0,2,0,0,1,2,0,2016,0,22,0,0,0
1511,177,0,0,0,0,1,35500.0,1,0,1,0,1,1,0,20500.0,19,0,0,0,15000.0,3,1,1,0,2,1,10,3000,83,1,750,0,1,1,0,1,0,0,0,5,0,2017,0,55,0,0,0
1512,2176,1,2,1,0,0,6000.0,0,0,0,1,0,3,0,6000.0,15,0,0,1,0.0,2,1,0,0,11,0,8,3000,128,1,750,0,0,0,0,3,0,0,1,3,0,2018,0,52,0,0,0
1513,563,0,1,0,0,0,13000.0,0,0,0,0,1,1,0,13000.0,17,1,0,0,0.0,1,0,1,0,16,0,4,2650,73,1,750,0,0,1,0,0,0,0,0,2,0,2015,1,48,0,0,1
1514,952,0,2,1,0,1,40000.0,0,1,1,1,1,0,1,15000.0,30,0,0,0,25000.0,2,1,0,0,20,0,12,2750,219,1,750,0,2,0,0,2,0,0,0,0,0,2017,0,47,0,0,0
1515,4363,0,3,0,0,2,37000.0,0,0,1,0,1,3,1,37000.0,8,0,1,0,0.0,3,1,0,0,11,0,4,3000,66,1,750,0,0,1,0,2,1,0,0,0,0,2019,0,30,0,0,0
1516,4459,0,0,0,0,1,29500.0,1,0,0,0,1,3,1,24500.0,4,0,0,0,5000.0,2,1,1,0,13,0,1,2900,113,1,750,0,1,1,0,3,0,0,0,4,0,2017,0,52,0,0,0
1517,1278,0,1,0,0,0,11500.0,0,0,0,0,1,0,0,11500.0,23,1,0,0,0.0,1,0,1,2,9,0,6,3000,50,1,750,0,0,1,0,3,0,0,0,6,0,2016,1,35,0,0,1
1518,1412,0,1,0,0,0,8000.0,0,0,1,1,1,1,1,8000.0,26,0,0,0,0.0,3,1,1,0,10,0,7,3000,42,1,750,0,0,1,0,1,0,0,0,4,0,2009,0,42,0,0,0
1519,3090,0,3,1,0,0,9500.0,0,0,1,1,1,3,1,9500.0,24,0,0,0,0.0,3,1,0,0,17,0,1,2900,21,1,750,0,0,0,0,3,0,1,0,3,0,2016,0,37,0,0,0
1520,4875,0,1,1,0,1,26000.0,0,0,1,0,1,0,0,17000.0,26,0,0,0,9000.0,2,1,1,0,6,1,11,3000,22,5,750,0,1,0,0,2,1,0,0,1,0,2017,0,24,0,0,0
1521,3246,0,0,0,0,0,9000.0,0,0,0,0,1,0,0,9000.0,29,1,0,0,0.0,1,0,1,0,12,0,11,3000,66,1,750,0,0,1,0,4,0,0,0,4,0,2012,1,36,0,0,1
1522,41,0,0,0,0,1,12500.0,0,0,1,1,1,1,1,12500.0,18,0,0,0,0.0,3,1,1,0,9,0,7,3000,102,1,750,0,0,1,0,4,0,0,0,3,0,2017,0,50,0,0,0
1523,3400,0,3,1,0,0,15500.0,0,0,1,1,1,0,1,15500.0,23,0,0,0,0.0,3,1,1,0,9,0,12,3000,94,1,750,0,0,0,0,4,0,0,0,0,0,2020,0,56,0,0,0
1524,3621,0,0,1,0,2,47000.0,0,0,1,1,1,1,1,31000.0,27,0,0,0,16000.0,3,1,1,0,11,0,8,2900,158,1,750,0,3,0,0,3,0,0,0,1,0,2017,0,41,0,0,0
1525,304,0,2,0,0,2,37000.0,0,0,1,0,1,3,0,32000.0,4,0,0,1,5000.0,5,1,0,0,18,1,4,2600,54,1,750,0,4,1,0,4,1,0,0,3,0,2015,0,30,0,0,0
1526,1970,1,2,0,0,0,9500.0,0,0,0,1,0,2,0,9500.0,1,0,1,0,0.0,2,1,0,0,4,0,7,3000,156,1,750,0,0,1,0,1,0,0,1,0,0,2019,0,54,0,0,0
1527,495,1,0,0,0,0,17000.0,0,1,0,1,0,1,0,17000.0,7,0,0,0,0.0,2,1,0,0,18,0,2,3000,213,1,750,0,0,1,0,1,0,0,1,3,0,2020,0,49,0,0,0
1528,603,0,2,1,1,0,13000.0,0,0,0,0,1,0,0,13000.0,28,1,1,0,0.0,1,0,0,0,5,0,3,3000,11,5,750,0,0,0,0,3,0,0,0,3,0,2020,1,30,0,0,1
1529,2252,1,1,0,0,0,12500.0,0,0,0,0,0,2,1,12500.0,4,0,0,0,0.0,2,1,0,0,23,0,1,3000,147,1,750,0,0,1,0,1,0,0,0,4,1,2020,0,63,0,1,0
1530,893,0,2,1,0,1,15000.0,0,0,0,1,1,0,1,15000.0,27,0,0,1,0.0,2,1,0,0,22,0,12,2750,249,1,750,0,0,0,0,1,0,0,0,4,0,2017,0,57,0,0,0
1531,920,1,3,0,0,0,3500.0,0,0,0,1,0,0,1,3500.0,17,0,0,0,0.0,2,1,1,0,4,0,8,3000,50,2,750,0,0,1,0,3,0,0,0,5,0,2010,0,35,0,0,0
1532,1217,0,1,1,0,0,13000.0,0,1,0,0,1,1,0,13000.0,11,1,0,0,0.0,1,0,0,2,7,0,7,3000,120,1,750,0,0,0,0,0,0,0,0,3,0,2020,1,61,0,0,1
1533,4796,0,0,0,0,2,34500.0,0,0,1,1,1,4,1,30500.0,19,0,0,0,4000.0,3,1,1,0,12,0,4,3000,118,1,750,0,3,1,0,4,0,0,0,4,0,2014,0,63,0,0,0
1534,3089,0,1,0,0,2,26500.0,1,0,0,0,0,0,0,26500.0,19,0,0,0,0.0,1,1,0,0,22,0,8,3000,74,1,750,0,0,1,0,3,0,1,1,0,0,2016,0,49,1,0,0
1535,1697,1,0,0,0,0,10500.0,0,0,0,1,0,2,0,10500.0,4,0,0,0,0.0,2,1,1,0,21,0,6,3000,2,2,750,0,0,1,0,4,0,0,1,1,0,2017,0,65,0,0,0
1536,1756,0,0,1,0,0,19000.0,0,0,0,0,1,0,0,19000.0,5,1,0,0,0.0,1,0,1,0,5,0,11,3000,107,1,750,0,0,0,0,1,0,0,0,1,0,2020,1,52,0,0,1
1537,234,0,1,1,0,0,11500.0,0,0,1,1,1,1,0,11500.0,20,0,0,0,0.0,3,1,1,0,11,1,4,3000,78,1,750,0,0,0,0,1,0,0,0,5,0,2018,0,67,0,0,0
1538,1931,0,3,0,0,0,23000.0,0,0,1,1,1,2,1,23000.0,4,0,0,0,0.0,4,1,1,0,13,0,11,3000,187,1,750,0,0,1,0,3,0,0,0,0,0,2020,0,34,0,0,0
1539,3685,1,1,0,0,0,1000.0,0,0,0,1,0,0,1,1000.0,8,0,0,0,0.0,1,1,1,0,2,0,5,3000,72,1,750,0,0,1,0,1,0,0,0,2,0,2014,0,25,0,0,0
1540,2045,1,1,1,0,0,8500.0,0,0,0,1,0,0,0,8500.0,1,0,0,0,0.0,1,1,1,0,16,1,2,3000,72,1,750,0,0,0,0,3,0,0,0,4,0,2019,0,30,0,0,0
1541,2121,1,2,1,0,0,15000.0,0,0,0,1,0,0,0,15000.0,30,0,0,0,0.0,2,1,1,0,7,0,6,3000,64,1,750,0,0,0,0,1,0,0,1,6,0,2019,0,36,0,0,0
1542,3864,0,0,0,0,2,23000.0,0,0,0,1,0,2,0,23000.0,1,0,0,0,0.0,2,1,1,0,3,0,8,2500,24,1,750,0,0,1,1,3,0,0,1,3,0,2012,0,38,0,0,0
1543,507,0,2,0,0,0,8000.0,0,0,0,0,1,0,0,8000.0,23,1,0,1,0.0,1,0,0,0,18,0,10,3000,99,1,750,0,0,1,0,1,0,0,0,2,0,2010,1,45,0,0,1
1544,1053,1,1,0,0,0,11500.0,0,1,0,1,0,0,1,11500.0,8,0,0,0,0.0,1,1,0,0,18,0,7,3000,51,2,750,0,0,1,0,3,0,0,0,0,0,2013,0,40,0,0,0
1545,4668,0,0,0,0,1,19000.0,0,1,0,1,1,0,0,19000.0,7,0,0,0,0.0,2,1,0,0,20,1,1,2650,109,1,750,0,0,1,0,3,0,0,0,0,0,2016,0,41,0,0,0
1546,3108,0,0,0,0,2,43000.0,0,0,1,0,1,4,1,43000.0,11,0,0,0,0.0,3,1,1,0,6,0,12,3000,84,1,750,0,0,1,0,3,1,0,0,2,0,2016,0,47,0,0,0
1547,3132,0,2,1,0,0,21000.0,0,0,1,1,1,2,0,9000.0,26,0,0,0,12000.0,2,1,1,0,8,0,10,2850,20,2,750,0,1,0,0,3,0,0,1,5,0,2013,0,22,0,0,0
1548,3334,1,3,0,0,0,13000.0,0,0,0,1,0,0,1,13000.0,6,0,0,0,0.0,2,1,0,0,14,0,5,3000,66,1,750,0,0,1,0,1,0,1,0,0,0,2017,0,37,0,0,0
1549,24,0,1,0,0,2,59000.0,0,0,1,1,1,3,1,34000.0,6,0,1,0,25000.0,3,1,0,0,8,0,3,2750,34,1,750,0,1,1,0,4,0,0,0,2,0,2018,0,32,0,0,0
1550,3425,0,2,0,0,2,33500.0,0,0,1,1,1,3,1,33500.0,23,0,0,0,0.0,3,1,1,0,10,0,7,3000,206,1,750,0,0,1,0,3,0,0,0,1,0,2017,0,44,0,0,0
1551,1895,0,0,0,0,0,7000.0,0,1,1,1,1,0,1,7000.0,20,0,0,0,0.0,3,1,0,0,15,0,5,2600,27,2,750,0,0,1,0,3,0,0,0,0,0,2014,0,40,0,0,0
1552,246,1,1,0,0,0,4000.0,0,0,0,1,0,0,1,4000.0,21,0,0,0,0.0,2,1,0,2,6,0,12,3000,39,3,750,0,0,1,0,3,0,0,0,5,1,2015,0,56,0,0,0
1553,1957,0,0,1,0,2,42500.0,0,0,1,1,1,3,1,42500.0,8,0,0,0,0.0,4,1,1,1,7,0,11,3000,233,1,750,0,0,0,0,1,0,0,0,4,0,2018,0,52,0,0,0
1554,403,0,3,0,0,2,54000.0,0,0,1,1,1,3,0,36500.0,9,0,0,0,17500.0,3,1,0,0,9,1,12,2950,161,1,750,0,3,1,0,1,0,1,0,0,0,2020,0,42,0,0,0
1555,3779,0,2,0,0,0,7500.0,0,0,0,1,1,1,0,7500.0,7,0,0,0,0.0,2,1,1,0,10,0,10,2600,258,1,750,0,0,1,0,1,0,0,1,0,0,2010,0,57,0,0,0
1556,3920,0,0,1,0,1,8500.0,0,0,1,1,1,1,0,8500.0,14,0,0,0,0.0,2,1,1,0,17,0,11,3000,104,1,750,0,0,0,0,4,0,0,1,3,0,2017,0,67,0,0,0
1557,758,1,1,0,0,0,8000.0,0,0,0,1,0,0,0,8000.0,14,0,0,1,0.0,2,1,0,0,23,0,2,2850,81,1,750,0,0,1,0,4,0,0,1,3,0,2009,0,56,0,0,0
1558,2483,1,0,0,0,0,10000.0,0,0,0,1,0,0,1,10000.0,29,0,0,0,0.0,2,1,1,0,14,0,12,2800,95,1,750,0,0,1,0,3,0,0,0,6,0,2015,0,36,0,0,0
1559,4242,0,3,1,0,1,9500.0,0,0,1,1,1,2,1,9500.0,14,0,0,0,0.0,2,1,1,0,14,0,8,2800,114,1,750,0,0,0,0,3,0,0,0,2,0,2008,0,42,0,0,0
1560,4260,0,2,1,0,0,13000.0,0,0,1,1,1,1,0,13000.0,31,0,0,0,0.0,3,1,1,0,16,0,7,3000,25,1,750,0,0,0,0,2,0,0,1,2,0,2019,0,39,0,0,0
1561,2520,0,3,1,0,1,6000.0,0,0,1,0,1,1,1,6000.0,31,0,0,0,0.0,2,1,1,0,10,0,3,3000,94,1,750,0,0,0,0,1,1,0,0,6,0,2010,0,46,0,0,0
1562,4657,0,1,1,0,1,14500.0,0,0,0,1,1,0,0,11500.0,5,0,0,0,3000.0,2,1,0,0,10,0,6,3000,206,1,750,0,1,0,0,4,0,1,1,2,0,2018,0,45,0,0,0
1563,4664,0,0,0,0,2,43500.0,0,0,1,1,1,0,0,43500.0,19,0,0,0,0.0,2,1,1,0,5,0,11,3000,181,1,750,0,0,1,0,3,0,0,1,1,0,2020,0,64,0,0,0
1564,1503,0,2,0,0,1,16500.0,0,0,1,1,1,0,1,16500.0,11,0,0,1,0.0,2,1,0,0,8,0,2,2800,98,1,750,0,0,1,0,0,0,0,0,0,0,2015,0,40,0,0,0
1565,1552,0,0,0,0,2,32500.0,0,0,1,1,1,5,1,29000.0,13,0,0,0,3500.0,3,1,1,1,2,0,1,3000,145,1,750,0,1,1,0,3,0,0,0,6,0,2013,0,42,0,0,0
1566,3317,0,2,0,0,2,49500.0,0,0,1,1,1,2,1,40500.0,12,0,0,0,9000.0,3,1,1,0,8,0,10,3000,89,1,750,0,1,1,0,3,0,0,0,5,0,2019,0,52,0,0,0
1567,181,0,0,0,0,1,2500.0,0,0,1,1,1,1,0,2500.0,7,0,0,0,0.0,2,1,1,0,18,0,1,3000,118,1,750,0,0,1,0,3,0,0,1,0,0,2010,0,54,0,0,0
1568,3569,0,0,0,0,1,38500.0,0,0,1,1,1,2,0,16000.0,4,0,0,0,22500.0,4,1,1,0,20,1,10,2600,75,1,850,0,4,1,0,1,0,0,0,4,0,2016,0,31,0,0,0
1569,1905,1,0,1,0,0,14000.0,0,1,0,1,0,1,0,14000.0,22,0,0,0,0.0,2,1,0,0,23,0,2,2650,110,1,750,0,0,0,0,3,0,0,1,4,0,2016,0,59,0,0,0
1570,3636,0,3,0,0,2,76500.0,0,1,1,1,1,3,1,21500.0,9,0,0,0,55000.0,4,1,0,0,13,0,12,2600,222,1,750,0,2,1,0,3,0,0,0,0,0,2014,0,56,0,0,0
1571,1976,0,2,0,0,1,8500.0,0,0,1,1,1,0,0,8500.0,5,0,0,0,0.0,3,1,1,0,10,1,9,3000,9,5,750,0,0,1,0,3,0,0,0,3,0,2013,0,22,0,0,0
1572,732,0,0,0,0,2,49500.0,0,0,1,1,1,2,1,43500.0,6,0,0,0,6000.0,3,1,1,0,19,0,2,2900,40,3,750,0,1,1,0,4,0,0,0,2,0,2019,0,33,0,0,0
1573,2465,1,0,0,0,0,13500.0,0,0,0,0,0,0,1,13500.0,31,0,0,0,0.0,2,1,1,0,20,0,1,3000,62,1,750,0,0,1,0,3,1,0,0,3,0,2017,0,32,0,0,0
1574,4295,0,3,0,0,0,13500.0,0,0,0,0,1,0,0,13500.0,30,1,0,0,0.0,1,0,1,1,14,0,9,3000,54,1,750,0,0,1,0,3,0,0,0,0,0,2010,1,44,0,0,1
1575,4330,0,0,0,1,1,15500.0,0,0,0,0,1,0,0,15500.0,15,1,0,0,0.0,1,0,1,0,8,0,10,2950,99,1,750,0,0,1,0,4,0,0,0,1,0,2015,1,45,0,0,1
1576,2653,0,1,0,0,1,24500.0,0,0,0,1,1,0,0,24500.0,12,0,0,1,0.0,2,1,0,0,16,1,8,3000,33,1,750,0,0,1,0,3,0,0,0,0,0,2017,0,21,0,0,0
1577,1005,0,1,1,0,0,11000.0,0,0,0,0,1,0,0,11000.0,5,1,0,0,0.0,1,0,1,0,6,0,5,3000,89,1,750,0,0,0,0,2,0,0,0,6,0,2016,1,72,0,0,1
1578,2918,0,2,0,0,2,39000.0,0,0,1,1,1,3,1,33000.0,5,0,0,1,6000.0,3,1,0,0,12,0,8,3000,167,1,750,0,1,1,0,4,0,0,0,0,0,2018,0,53,0,0,0
1579,3058,0,1,0,0,0,7500.0,0,0,0,0,1,0,0,7500.0,10,1,0,0,0.0,1,0,0,0,7,0,11,2750,24,4,750,0,0,1,0,1,0,0,0,6,1,2016,1,51,0,0,1
1580,3082,0,0,0,0,2,36000.0,0,0,0,1,0,0,1,36000.0,16,0,0,0,0.0,1,1,1,0,10,0,4,2950,207,1,750,0,0,1,0,3,0,0,0,1,0,2015,0,59,1,0,0
1581,4893,1,2,0,0,0,17500.0,0,0,0,1,0,0,1,17500.0,21,0,0,0,0.0,1,1,1,0,18,0,1,3000,51,1,750,0,0,1,0,4,0,0,0,0,0,2017,0,24,0,0,0
1582,4904,1,0,0,0,0,20000.0,0,0,0,0,0,0,1,5000.0,16,0,0,0,15000.0,2,1,1,0,14,0,12,3000,218,1,750,0,1,1,0,3,1,0,0,0,0,2014,0,53,0,0,0
1583,4934,0,2,1,0,0,13500.0,0,0,1,1,1,2,1,13500.0,28,0,0,0,0.0,3,1,0,0,18,0,1,3000,17,1,750,0,0,0,0,1,0,1,0,0,0,2018,0,28,0,0,0
1584,3235,0,0,0,0,1,19000.0,0,0,0,1,1,2,1,19000.0,24,0,0,0,0.0,2,1,1,0,13,0,9,3000,107,1,750,0,0,1,0,1,0,0,0,1,0,2018,0,47,0,0,0
1585,3405,0,2,0,0,2,58500.0,0,0,1,1,1,0,0,32500.0,1,0,0,0,26000.0,3,1,0,0,6,0,4,3000,9,5,750,0,3,1,0,4,0,0,1,0,1,2015,0,24,0,0,0
1586,263,1,0,1,0,0,7500.0,0,0,0,1,0,1,1,7500.0,22,0,0,0,0.0,2,1,1,0,18,0,5,2850,250,1,750,0,0,0,0,3,0,0,0,2,0,2019,0,44,0,0,0
1587,2165,1,1,0,0,0,10500.0,0,0,0,1,0,0,1,10500.0,3,0,0,0,0.0,2,1,1,0,14,0,9,3000,212,1,750,0,0,1,0,4,0,0,0,1,0,2016,0,64,0,0,0
1588,4318,0,2,0,0,2,16500.0,0,0,1,1,1,0,0,16500.0,2,0,0,0,0.0,2,1,1,0,15,1,12,3000,6,2,750,0,0,1,0,1,0,0,0,0,0,2011,0,23,0,0,0
1589,2662,0,2,0,0,0,7000.0,0,0,1,0,1,0,0,7000.0,7,0,0,0,0.0,3,1,0,0,15,1,11,3000,40,1,750,0,0,1,0,2,0,0,0,3,1,2014,0,34,0,1,0
1590,1083,1,3,0,0,0,11500.0,0,0,0,1,0,0,0,11500.0,27,0,1,0,0.0,1,1,0,0,18,1,8,3000,100,1,750,0,0,1,0,4,0,0,0,1,0,2019,0,47,0,0,0
1591,1280,0,1,1,0,1,15000.0,0,0,1,0,1,2,0,15000.0,31,0,1,0,0.0,3,1,0,0,14,0,8,3000,83,1,750,0,0,0,0,3,1,0,1,5,0,2015,0,63,0,0,0
1592,2942,0,1,0,0,1,7000.0,0,0,0,1,1,0,1,7000.0,21,0,0,0,0.0,2,1,1,0,4,0,1,2950,92,1,750,0,0,1,0,4,0,0,0,0,0,2013,0,66,0,0,0
1593,1502,0,2,0,0,1,24500.0,0,0,0,1,0,0,0,16000.0,16,0,0,0,8500.0,2,1,1,0,11,0,5,3000,112,1,750,0,1,1,1,4,0,0,1,3,0,2017,0,27,0,0,0
1594,1657,0,1,1,0,1,17000.0,0,0,0,1,1,0,1,17000.0,10,0,0,0,0.0,2,1,0,0,15,0,12,2700,75,1,750,0,0,0,0,3,0,1,0,1,0,2017,0,69,0,0,0
1595,3386,0,2,0,0,1,21000.0,0,0,0,0,1,0,0,21000.0,25,0,0,0,0.0,1,0,1,0,14,0,6,3000,34,2,750,1,0,1,0,3,0,0,0,1,0,2019,1,22,0,0,1
1596,65,0,0,0,0,1,24000.0,0,1,1,1,1,1,1,18500.0,16,0,0,0,5500.0,2,1,0,0,16,0,8,2800,46,3,750,0,1,1,0,3,0,0,0,4,0,2017,0,60,0,0,0
1597,3696,0,2,0,0,2,43000.0,0,0,1,1,1,0,1,35500.0,20,0,0,0,7500.0,3,1,1,0,17,0,3,3000,36,3,750,0,1,1,0,1,0,0,0,2,0,2019,0,28,0,0,0
