fraud,customer_gender_male,customer_education,incident_type_collision,num_injuries,policy_liability,customer_gender_female,incident_severity,authorities_contacted_fire,collision_type_front,incident_type_theft,authorities_contacted_none,collision_type_rear,policy_state_or,policy_annual_premium,policy_state_az,incident_type_breakin,collision_type_na,driver_relationship_na,num_witnesses,months_as_customer,policy_state_nv,policy_state_id,incident_hour,incident_month,authorities_contacted_ambulance,driver_relationship_spouse,incident_day,policy_state_ca,driver_relationship_child,total_claim_amount,vehicle_claim,injury_claim,num_claims_past_year,customer_age,auto_year,police_report_available,incident_dow,num_vehicles_involved,num_insurers_past_5_years,collision_type_side,driver_relationship_self,policy_state_wa,policy_deductable,driver_relationship_other,authorities_contacted_police
0,0,3,0,0,2,1,0,0,0,0,0,0,0,3000,0,1,1,1,0,63,0,0,16,8,0,0,22,0,0,27980.0,16480.0,11500.0,0,59,2019,0,3,1,1,0,0,1,750,0,1
0,1,4,1,0,2,0,1,0,1,0,0,0,0,2400,0,0,0,0,3,169,0,0,12,8,0,0,25,1,0,81381.0,11481.0,69900.0,0,52,2011,1,6,2,1,0,1,0,750,0,1
0,1,4,1,1,2,0,1,0,1,0,0,0,0,3000,0,0,0,0,1,194,0,0,12,9,0,0,4,0,0,31873.0,19873.0,12000.0,1,52,2016,1,2,3,1,0,1,1,750,0,1
0,0,3,1,1,1,1,1,0,1,0,0,0,0,3000,0,0,0,0,0,185,0,0,16,11,1,0,20,1,0,60292.0,14892.0,45400.0,0,59,2019,0,2,2,1,0,1,0,750,0,0
0,1,4,1,0,2,0,0,0,1,0,1,0,1,2650,0,0,0,0,0,102,0,0,5,5,0,0,23,0,0,35182.0,12782.0,22400.0,0,57,2015,0,3,1,1,0,1,0,750,0,0
0,0,3,1,2,1,0,1,0,1,0,0,0,1,3000,0,0,0,0,0,93,0,0,20,4,0,0,11,0,0,22729.0,20729.0,2000.0,0,49,2019,1,3,2,1,0,1,0,750,0,1
0,1,3,1,1,2,0,1,0,0,0,0,1,0,3000,0,0,0,0,0,27,0,0,15,4,0,0,18,0,0,17249.0,15049.0,2200.0,0,36,2016,0,3,2,2,0,1,1,750,0,1
0,0,2,1,0,0,1,0,0,0,0,1,0,0,2500,0,0,0,0,1,306,0,0,0,11,0,0,4,1,0,26442.0,11042.0,15400.0,0,64,2015,0,0,2,1,1,1,0,750,0,0
0,1,3,0,0,2,0,0,0,0,0,0,0,0,3000,1,1,1,1,0,193,0,0,5,12,0,0,16,0,0,45986.0,7586.0,38400.0,0,57,2018,0,0,1,1,0,0,0,750,0,1
0,0,2,0,0,0,0,1,0,0,0,0,0,0,3000,0,1,1,1,0,3,0,0,23,11,0,0,8,1,0,106731.0,17131.0,89600.0,0,30,2018,0,4,1,1,0,0,0,750,0,1
0,0,4,0,0,2,1,0,0,0,0,0,0,1,3000,0,1,1,1,0,165,0,0,15,8,0,0,26,0,0,8610.0,1010.0,7600.0,0,35,2016,0,0,1,1,0,0,0,750,0,1
0,1,3,1,2,0,0,2,0,1,0,0,0,0,3000,0,0,0,0,2,153,0,0,7,9,0,0,19,1,1,47543.0,39743.0,7800.0,0,70,2015,1,3,4,1,0,0,0,750,0,1
0,0,1,0,0,1,1,1,0,0,1,0,0,0,3000,0,0,1,1,0,90,0,0,7,11,0,0,7,1,0,44259.0,16059.0,28200.0,0,69,2017,0,3,1,1,0,0,0,750,0,1
0,1,4,1,0,1,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,62,0,0,18,5,1,0,22,1,0,36766.0,13266.0,23500.0,0,42,2014,0,2,1,1,0,1,0,750,0,0
0,0,3,1,0,1,1,2,0,1,0,0,0,0,3000,0,0,0,0,2,77,0,0,10,7,0,0,19,1,0,32851.0,31551.0,1300.0,0,34,2016,1,4,3,1,0,1,0,750,0,1
0,1,3,1,0,1,0,0,0,0,0,1,1,0,3000,0,0,0,0,0,209,0,0,13,2,0,0,12,1,0,20051.0,16751.0,3300.0,0,42,2017,0,1,1,1,0,1,0,750,0,0
0,1,3,0,0,2,0,0,0,0,0,0,0,0,3000,0,1,1,1,1,132,0,0,22,8,0,0,12,1,0,13190.0,11790.0,1400.0,0,43,2013,0,0,1,1,0,0,0,750,0,1
0,1,4,1,0,3,0,1,0,1,0,0,0,1,2800,0,0,0,0,0,342,0,0,2,3,0,1,5,0,0,66214.0,21014.0,45200.0,0,65,2016,0,1,2,1,0,0,0,750,0,1
0,1,3,1,2,2,0,1,0,0,0,0,1,1,3000,0,0,0,0,1,88,0,0,7,11,0,0,11,0,0,17279.0,12079.0,5200.0,0,43,2017,1,0,2,1,0,1,0,750,0,1
0,0,4,1,0,0,0,0,0,0,0,0,0,0,3000,1,0,0,0,0,59,0,0,4,12,0,0,24,0,0,120633.0,15533.0,105100.0,0,36,2019,0,1,2,1,1,1,0,750,0,1
0,1,3,1,0,0,0,0,0,0,0,1,1,0,3000,0,0,0,0,0,159,0,0,22,3,0,0,18,1,0,31363.0,15363.0,16000.0,0,53,2020,0,0,2,1,0,0,0,750,1,0
0,0,3,1,0,2,1,0,0,0,0,1,1,0,3000,0,0,0,0,0,56,0,0,20,8,0,0,11,1,0,146180.0,13080.0,133100.0,0,24,2020,0,6,2,1,0,1,0,750,0,0
0,1,3,1,4,0,0,2,0,0,0,0,0,0,3000,1,0,0,0,2,95,0,0,20,8,0,0,8,0,0,53324.0,23424.0,29900.0,0,37,2010,1,3,3,1,1,1,0,750,0,1
0,0,3,1,0,1,0,0,0,0,0,1,0,0,2800,0,0,0,0,0,29,0,0,4,12,0,0,11,1,0,40423.0,13023.0,27400.0,0,31,2013,0,2,2,3,1,1,0,750,0,0
0,1,3,1,1,2,0,2,0,0,0,0,0,0,2850,0,0,0,0,1,59,0,0,9,3,1,0,27,0,0,32427.0,24427.0,8000.0,0,26,2014,0,2,2,1,1,1,1,750,0,0
0,0,4,1,2,0,1,2,0,0,0,0,1,0,3000,0,0,0,0,1,61,0,0,19,1,0,0,25,1,0,53484.0,38384.0,15100.0,0,49,2018,1,4,4,1,0,1,0,750,0,1
0,1,4,1,0,0,0,0,0,0,0,1,1,0,3000,0,0,0,0,3,116,0,0,15,3,0,0,18,1,0,15124.0,12924.0,2200.0,0,40,2018,0,0,2,1,0,1,0,750,0,0
0,1,3,1,2,3,0,1,0,1,0,0,0,0,3000,0,0,0,0,2,131,0,0,19,10,0,0,25,1,0,86355.0,11655.0,74700.0,0,47,2015,0,4,2,1,0,1,0,750,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,3000,0,1,1,1,0,42,0,0,12,11,0,0,14,1,0,35458.0,7258.0,28200.0,1,31,2017,0,3,1,2,0,0,0,750,0,1
0,1,3,0,0,1,0,1,0,0,0,0,0,0,3000,0,1,1,1,0,152,0,0,4,2,0,0,7,1,0,26392.0,17692.0,8700.0,0,39,2015,0,3,1,1,0,0,0,750,0,1
0,0,3,1,0,2,1,0,0,0,0,1,1,0,3000,1,0,0,0,4,76,0,0,7,9,0,0,5,0,0,13200.0,1000.0,12200.0,0,38,2005,0,3,2,1,0,1,0,750,0,0
1,1,3,1,1,3,0,2,0,1,0,0,0,0,3000,0,0,0,0,1,184,1,0,13,4,0,0,22,0,0,43250.0,31550.0,11700.0,0,47,2015,1,0,3,1,0,1,0,750,0,1
0,1,3,1,2,1,0,2,0,0,0,0,0,0,3000,0,0,0,0,3,149,0,0,10,3,0,0,20,1,0,41720.0,26620.0,15100.0,0,41,2016,1,2,4,1,1,1,0,750,0,1
0,0,3,1,1,1,1,1,0,0,0,0,1,0,2900,0,0,0,0,0,3,0,0,9,4,0,0,18,1,0,39661.0,22561.0,17100.0,0,62,2019,1,3,2,2,0,0,0,750,1,1
1,1,3,1,0,0,0,1,0,0,0,0,0,0,3000,1,0,0,0,1,130,0,0,9,7,0,0,1,0,0,18279.0,9679.0,8600.0,0,61,2013,1,0,2,1,1,1,0,750,0,1
0,1,4,1,1,2,0,1,0,1,0,0,0,1,2700,0,0,0,0,0,118,0,0,16,5,0,0,15,0,0,26162.0,16562.0,9600.0,0,54,2014,0,2,2,1,0,1,0,750,0,1
0,0,1,1,1,1,1,1,0,1,0,0,0,0,3000,0,0,0,0,1,213,1,0,22,12,0,0,14,0,0,38610.0,15210.0,23400.0,0,50,2014,1,5,3,1,0,1,0,750,0,1
0,0,3,1,0,1,1,0,0,1,0,1,0,0,3000,0,0,0,0,0,162,1,0,16,5,0,0,5,0,0,27549.0,13849.0,13700.0,0,40,2020,0,6,1,1,0,1,0,750,0,0
0,1,1,0,0,3,0,0,0,0,0,0,0,0,2850,0,1,1,1,0,77,0,0,12,9,0,0,17,1,0,33111.0,6511.0,26600.0,0,51,2014,0,1,1,1,0,0,0,750,0,1
0,1,3,1,0,2,0,0,0,1,0,1,0,0,2600,1,0,0,0,0,46,0,0,7,11,0,1,4,0,0,90003.0,9003.0,81000.0,0,25,2012,0,0,2,1,0,0,0,800,0,0
0,1,3,1,0,0,0,1,0,0,0,0,0,0,2700,0,0,0,0,0,83,0,0,18,7,0,0,25,1,0,18603.0,17303.0,1300.0,0,53,2017,0,3,1,1,1,1,0,750,0,1
0,0,3,1,1,2,1,2,0,0,0,0,1,0,2800,0,0,0,0,5,164,0,0,11,7,0,0,21,1,0,31779.0,16479.0,15300.0,0,61,2012,1,6,3,1,0,1,0,750,0,1
0,1,3,1,2,0,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,128,0,0,20,12,0,1,28,1,0,21900.0,17200.0,4700.0,0,40,2015,0,5,2,1,0,0,0,750,0,1
0,0,4,1,1,1,1,2,1,0,0,0,1,0,2650,0,0,0,0,1,15,0,0,17,1,0,0,9,0,0,43195.0,21295.0,21900.0,0,47,2010,0,2,2,1,0,1,1,750,0,0
0,0,4,1,0,1,1,1,0,0,0,0,1,0,3000,1,0,0,0,2,47,0,0,15,5,1,0,30,0,0,40395.0,21995.0,18400.0,2,50,2016,0,3,2,2,0,1,0,750,0,0
0,0,3,0,0,2,1,0,0,0,0,0,0,0,3000,0,1,1,1,0,97,0,0,3,11,0,0,11,1,0,21776.0,4776.0,17000.0,0,33,2019,0,0,1,1,0,0,0,750,0,1
0,0,4,0,0,3,1,0,0,0,0,0,0,0,3000,0,1,1,1,0,4,0,0,14,2,0,0,2,1,0,30349.0,18049.0,12300.0,0,36,2020,0,5,1,3,0,0,0,750,0,1
0,0,3,1,1,0,1,1,0,1,0,0,0,0,3000,0,0,0,0,0,13,0,0,19,4,0,0,22,1,0,44698.0,10798.0,33900.0,0,46,2010,0,0,2,2,0,1,0,750,0,1
0,0,4,1,0,1,1,1,0,0,0,0,1,0,3000,0,0,0,0,0,139,0,0,18,5,0,0,13,1,0,37852.0,17652.0,20200.0,0,69,2014,1,0,3,1,0,1,0,750,0,1
0,0,4,1,0,1,1,1,0,1,0,0,0,1,3000,0,0,0,0,1,78,0,0,9,8,0,0,30,0,0,22112.0,13812.0,8300.0,0,38,2017,1,4,3,1,0,1,0,750,0,1
0,0,4,1,0,2,1,0,0,0,0,1,0,0,3000,0,0,0,0,2,104,0,0,5,12,0,0,26,1,0,33344.0,15544.0,17800.0,0,54,2018,0,3,2,1,1,1,0,750,0,0
0,1,3,1,0,2,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,22,0,0,20,9,0,0,6,1,0,25135.0,9435.0,15700.0,0,20,2019,0,4,2,1,0,1,0,750,0,0
0,0,1,0,0,2,1,1,0,0,1,0,0,0,3000,0,0,1,1,0,45,0,0,16,11,0,0,13,1,0,33254.0,20554.0,12700.0,1,30,2015,0,2,1,3,0,0,0,750,0,1
0,1,4,1,0,3,0,0,0,0,0,0,0,0,2800,0,0,0,0,2,54,1,0,15,2,0,0,1,0,0,41713.0,5113.0,36600.0,0,49,2015,1,4,3,1,1,1,0,750,0,1
0,0,4,1,4,0,0,2,0,1,0,0,0,0,3000,0,0,0,0,2,89,0,0,10,5,0,0,27,1,0,46825.0,31425.0,15400.0,0,48,2018,1,0,3,1,0,1,0,750,0,1
0,0,2,1,0,3,0,0,0,0,0,1,1,0,3000,0,0,0,0,0,149,0,0,19,11,0,1,1,1,0,13470.0,11870.0,1600.0,1,53,2016,0,4,1,1,0,0,0,750,0,0
0,0,4,1,0,0,1,0,0,0,0,1,0,0,3000,0,0,0,0,0,78,0,0,12,1,0,0,16,1,0,15626.0,10326.0,5300.0,0,49,2016,0,2,2,1,1,1,0,750,0,0
0,0,4,1,0,0,0,0,0,1,0,1,0,0,3000,0,0,0,0,3,22,0,0,16,4,0,0,28,1,0,27982.0,7882.0,20100.0,0,28,2020,0,6,2,1,0,1,0,750,0,0
0,1,2,1,0,1,0,0,0,1,0,0,0,0,3000,0,0,0,0,2,11,0,0,14,3,0,0,7,1,0,36549.0,7249.0,29300.0,0,27,2011,1,3,3,3,0,1,0,750,0,1
0,1,1,1,1,0,0,2,0,1,0,0,0,0,3000,0,0,0,0,3,38,0,0,18,9,0,0,27,1,0,50277.0,28477.0,21800.0,0,22,2012,1,4,3,3,0,1,0,750,0,1
0,0,3,1,0,0,1,0,0,1,0,1,0,0,3000,0,0,0,0,0,135,0,0,9,7,0,0,11,1,0,20781.0,15981.0,4800.0,0,64,2019,0,3,2,1,0,1,0,750,0,0
0,0,3,1,0,2,0,0,0,1,0,0,0,0,2750,0,0,0,0,2,99,0,0,14,12,0,0,24,1,0,32908.0,13008.0,19900.0,0,66,2020,1,1,3,1,0,1,0,750,0,1
0,0,1,1,0,1,1,2,1,1,0,0,0,0,3000,0,0,0,0,0,40,0,0,12,1,0,0,11,1,0,27239.0,19439.0,7800.0,0,24,2008,0,4,1,2,0,1,0,750,0,0
0,1,1,1,4,2,0,2,0,1,0,0,0,0,3000,0,0,0,0,2,143,0,0,3,3,0,0,17,1,1,48073.0,41173.0,6900.0,0,54,2019,1,6,3,1,0,0,0,750,0,1
0,0,3,1,3,1,0,2,0,0,0,0,1,1,3000,0,0,0,0,1,111,0,0,11,9,0,0,2,0,0,57055.0,34555.0,22500.0,0,41,2018,1,0,3,1,0,1,0,750,0,1
0,1,4,1,0,1,0,1,0,1,0,0,0,0,3000,0,0,0,0,2,90,0,0,15,2,0,0,25,1,1,23440.0,15140.0,8300.0,0,37,2017,1,0,2,1,0,0,0,750,0,1
0,0,3,1,0,0,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,12,0,0,16,6,0,0,5,1,0,55369.0,4569.0,50800.0,0,36,2013,0,2,2,4,0,1,0,750,0,0
0,1,1,1,4,3,0,2,0,0,0,0,1,0,3000,0,0,0,0,2,17,0,0,14,9,0,0,12,1,0,93848.0,43948.0,49900.0,1,20,2019,1,3,4,2,0,1,0,750,0,1
0,0,0,1,0,1,1,0,0,1,0,1,0,0,2850,0,0,0,0,0,136,0,0,7,6,0,0,11,1,0,115088.0,17388.0,97700.0,0,69,2015,0,1,1,1,0,1,0,750,0,0
0,0,2,1,0,0,0,0,0,0,0,1,1,0,3000,0,0,0,0,2,199,0,0,11,6,0,0,29,1,0,26510.0,12610.0,13900.0,0,58,2013,0,5,2,1,0,1,0,750,0,0
0,1,3,1,0,1,0,0,0,0,0,1,1,0,3000,0,0,0,0,0,72,0,0,9,9,0,1,16,1,0,20428.0,7828.0,12600.0,1,46,2017,0,0,2,1,0,0,0,750,0,0
1,1,4,1,0,0,0,0,0,0,0,1,1,0,3000,0,0,0,0,1,24,0,0,10,8,0,0,6,1,1,19392.0,3492.0,15900.0,0,33,2016,0,1,2,2,0,0,0,750,0,0
0,0,4,1,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,217,0,0,3,11,0,0,26,1,0,12612.0,10112.0,2500.0,0,64,2016,0,1,2,1,1,1,0,750,0,1
0,0,3,1,0,1,1,1,0,1,0,0,0,0,3000,0,0,0,0,0,179,0,0,19,2,0,0,20,1,0,16963.0,13263.0,3700.0,0,69,2013,0,2,1,1,0,1,0,750,0,1
0,0,4,1,0,1,1,0,0,0,0,0,0,1,3000,0,0,0,0,2,5,0,0,18,5,0,1,31,0,0,28031.0,4931.0,23100.0,0,34,2010,1,4,3,3,1,0,0,750,0,1
0,0,1,1,3,2,1,2,0,1,0,0,0,1,3000,0,0,0,0,1,55,0,0,22,5,0,0,29,0,0,113420.0,39120.0,74300.0,0,65,2017,1,2,3,1,0,1,0,750,0,1
0,1,4,1,0,2,0,2,0,0,0,0,0,1,2750,0,0,0,0,1,108,0,0,17,10,0,0,28,0,0,60849.0,38549.0,22300.0,0,70,2019,1,0,3,1,1,1,0,750,0,1
0,0,3,1,0,1,1,0,0,1,0,1,0,0,3000,0,0,0,0,1,45,0,0,11,1,0,0,28,0,0,9547.0,3547.0,6000.0,0,37,2014,0,0,2,3,0,1,1,750,0,0
0,0,1,1,0,1,1,1,0,0,0,0,1,0,2950,1,0,0,0,1,135,0,0,9,7,0,1,25,0,0,23578.0,7078.0,16500.0,0,67,2016,0,3,2,1,0,0,0,750,0,1
0,0,1,1,0,3,1,0,0,0,0,0,1,0,3000,0,0,0,0,3,113,1,0,8,11,0,0,4,0,0,8483.0,2483.0,6000.0,0,31,2012,1,0,3,1,0,1,0,750,0,1
0,0,2,1,0,0,1,2,1,1,0,0,0,0,3000,0,0,0,0,0,177,0,0,7,2,0,0,24,1,0,42586.0,35986.0,6600.0,1,48,2018,0,6,2,1,0,1,0,750,0,0
0,1,3,1,0,1,0,0,0,0,0,1,1,0,3000,0,0,0,0,0,111,0,0,10,1,0,1,18,1,0,24337.0,19537.0,4800.0,0,44,2019,0,4,1,1,0,0,0,750,0,0
0,0,3,1,4,1,1,2,0,1,0,0,0,0,3000,1,0,0,0,2,115,0,0,13,10,0,0,9,0,0,71331.0,32231.0,39100.0,0,44,2015,1,2,4,1,0,1,0,750,0,1
0,0,3,0,0,2,0,1,0,0,1,0,0,0,2650,0,0,1,1,0,15,0,1,19,2,0,0,28,0,0,28938.0,19038.0,9900.0,0,31,2018,0,3,1,2,0,0,0,750,0,1
0,0,1,1,2,1,1,2,0,1,0,0,0,0,3000,0,0,0,0,5,192,0,1,17,4,0,0,18,0,0,57688.0,35488.0,22200.0,0,42,2019,1,3,4,1,0,1,0,750,0,1
0,0,3,1,0,1,1,0,0,0,0,0,1,0,2750,0,0,0,0,1,164,0,0,16,12,0,0,3,1,0,113145.0,13045.0,100100.0,0,39,2019,1,1,3,1,0,1,0,750,0,1
0,0,3,1,0,0,1,1,0,0,0,0,1,0,2850,0,0,0,0,2,57,0,0,5,10,0,0,29,1,0,13842.0,3842.0,10000.0,0,46,2012,1,1,4,2,0,1,0,750,0,1
0,0,3,0,0,1,1,1,0,0,1,0,0,0,2950,0,0,1,1,0,76,1,0,21,11,0,0,12,0,0,43684.0,22384.0,21300.0,0,24,2020,0,1,1,1,0,0,0,750,0,1
0,0,1,1,0,2,1,1,0,1,0,0,0,0,3000,0,0,0,0,2,178,0,0,6,12,0,0,31,1,0,21884.0,15084.0,6800.0,0,42,2018,1,1,3,1,0,1,0,800,0,1
1,1,3,1,0,0,0,1,0,1,0,0,0,0,3000,1,0,0,0,1,212,0,0,8,6,1,0,27,0,0,45047.0,16547.0,28500.0,1,53,2013,0,3,2,1,0,1,0,750,0,0
0,0,2,1,2,1,1,2,0,1,0,0,0,0,3000,0,0,0,0,2,37,0,0,15,3,0,0,26,1,0,32193.0,28193.0,4000.0,0,61,2016,1,1,4,3,0,1,0,750,0,1
0,0,1,1,0,2,1,0,0,0,0,1,0,0,3000,0,0,0,0,0,79,0,0,7,1,0,0,28,1,0,18089.0,11289.0,6800.0,0,42,2020,0,0,1,1,1,1,0,750,0,0
0,0,1,1,0,0,1,1,0,1,0,0,0,0,3000,0,0,0,0,1,179,0,0,15,12,0,0,10,1,0,23996.0,6796.0,17200.0,0,64,2009,1,1,2,1,0,1,0,750,0,1
0,1,3,0,0,2,0,0,0,0,0,0,0,0,3000,0,1,1,1,0,59,0,0,14,11,0,0,25,1,0,32623.0,16623.0,16000.0,2,23,2020,0,0,1,1,0,0,0,750,0,1
0,0,1,0,0,2,1,1,0,0,0,0,0,0,3000,0,1,1,1,1,234,0,0,6,11,0,0,20,1,0,21552.0,16452.0,5100.0,0,53,2015,0,2,1,1,0,0,0,750,0,1
0,0,3,1,0,1,1,1,0,0,0,0,0,0,3000,0,0,0,0,0,269,0,0,12,2,0,0,26,1,0,27839.0,15039.0,12800.0,0,66,2015,0,1,2,1,1,1,0,750,0,1
0,1,1,1,0,1,0,0,0,1,0,0,0,0,3000,0,0,0,0,1,87,0,0,14,1,0,0,13,1,1,21308.0,16508.0,4800.0,0,43,2018,1,6,3,1,0,0,0,750,0,1
0,1,1,1,0,0,0,1,0,1,0,0,0,0,3000,0,0,0,0,2,48,0,0,14,3,0,0,7,1,0,37700.0,19800.0,17900.0,0,31,2019,1,3,3,2,0,1,0,750,0,1
0,1,0,1,3,0,0,1,0,1,0,0,0,0,3000,0,0,0,0,1,66,0,0,6,3,0,0,8,1,0,32885.0,29285.0,3600.0,0,44,2019,1,4,3,1,0,1,0,750,0,1
0,1,4,1,3,2,0,1,0,0,0,0,0,0,3000,0,0,0,0,1,115,0,0,21,7,0,0,5,0,0,28380.0,18480.0,9900.0,0,48,2020,1,4,3,1,1,0,1,750,1,1
0,0,3,1,1,1,1,2,0,1,0,0,0,0,3000,1,0,0,0,1,165,0,0,20,8,0,0,12,0,0,71728.0,34628.0,37100.0,0,65,2017,1,0,3,1,0,1,0,750,0,1
0,0,4,1,0,1,1,0,0,1,0,1,0,0,2750,0,0,0,0,0,126,0,0,8,12,0,0,31,1,0,146415.0,8015.0,138400.0,0,61,2014,0,1,2,1,0,1,0,750,0,0
0,1,1,1,3,2,0,2,0,0,0,0,0,0,3000,0,0,0,0,1,149,0,0,1,12,0,0,27,1,0,51832.0,34632.0,17200.0,0,50,2018,1,4,3,1,1,1,0,750,0,1
0,0,3,1,0,0,1,0,0,0,0,1,0,0,3000,0,0,0,0,0,257,0,0,22,12,0,0,23,1,0,32333.0,8733.0,23600.0,0,66,2015,0,0,2,1,1,1,0,750,0,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,2600,0,1,1,1,0,166,0,0,23,7,0,0,12,1,0,18055.0,13155.0,4900.0,0,53,2017,0,4,1,1,0,0,0,750,0,1
0,0,3,1,0,1,1,0,0,1,0,0,0,1,3000,0,0,0,0,1,83,0,0,8,11,0,0,8,0,0,9449.0,6749.0,2700.0,0,54,2013,1,4,2,1,0,1,0,750,0,1
0,1,1,1,2,1,0,1,0,1,0,0,0,0,2850,0,0,0,0,1,108,0,0,18,9,0,0,5,0,0,28134.0,24134.0,4000.0,0,35,2017,1,3,4,1,0,1,1,750,0,1
0,0,3,1,1,0,1,1,0,0,0,0,1,0,3000,0,0,0,0,2,32,0,0,14,7,0,0,24,1,0,33537.0,20037.0,13500.0,0,58,2020,1,2,3,4,0,1,0,750,0,1
0,1,1,1,1,0,0,1,0,0,0,0,0,0,3000,0,0,0,0,2,104,0,0,0,7,0,0,3,1,0,60310.0,16810.0,43500.0,0,51,2018,0,2,2,1,1,1,0,750,0,1
0,0,3,1,0,2,0,0,0,0,0,1,1,0,3000,0,0,0,0,0,45,0,0,13,2,0,0,22,1,0,11769.0,7469.0,4300.0,0,23,2017,0,4,2,1,0,0,0,750,1,0
0,1,4,1,1,1,0,2,0,1,0,0,0,0,3000,1,0,0,0,0,253,0,0,10,8,0,0,6,0,0,46178.0,40178.0,6000.0,0,64,2018,1,1,3,1,0,1,0,750,0,1
0,0,3,1,0,0,1,0,0,0,0,1,0,0,2800,0,0,0,0,1,6,0,0,2,11,0,0,25,1,0,35161.0,14761.0,20400.0,0,30,2017,0,0,2,4,1,1,0,750,0,0
0,0,3,1,0,2,0,0,0,1,0,0,0,0,2900,0,0,0,0,4,165,0,0,7,7,0,0,29,1,0,23313.0,12813.0,10500.0,0,68,2018,1,0,3,1,0,1,0,750,0,1
0,0,3,1,0,2,1,1,0,1,0,0,0,1,3000,0,0,0,0,5,6,0,0,6,9,0,0,20,0,0,34277.0,16977.0,17300.0,0,28,2015,1,4,3,4,0,1,0,750,0,1
0,0,3,1,1,2,0,2,0,1,0,0,0,0,2700,0,0,0,0,2,88,0,0,17,1,0,0,29,1,0,55273.0,37073.0,18200.0,0,44,2018,1,1,3,1,0,1,0,750,0,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,3000,0,0,0,0,1,101,0,0,4,2,0,0,22,0,1,61823.0,10723.0,51100.0,0,43,2017,1,4,2,1,1,0,1,750,0,1
0,1,3,1,0,0,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,91,0,0,11,6,0,0,18,1,0,43587.0,3587.0,40000.0,0,39,2020,0,1,1,1,0,1,0,750,0,0
0,1,3,1,1,0,0,1,0,0,0,0,0,0,2950,0,0,0,0,1,26,0,0,21,2,0,0,28,1,0,23816.0,20216.0,3600.0,0,42,2018,1,3,2,2,1,1,0,750,0,1
0,0,3,1,3,0,1,1,0,0,0,0,0,0,3000,0,0,0,0,0,123,0,0,11,3,0,0,15,1,0,42668.0,21768.0,20900.0,0,57,2018,1,4,2,1,1,1,0,750,0,1
0,0,3,0,0,2,1,0,0,0,0,0,0,0,3000,0,1,1,1,0,215,0,0,13,8,0,0,6,1,0,9499.0,7199.0,2300.0,0,57,2013,0,1,1,1,0,0,0,750,0,1
0,1,1,1,1,3,0,1,0,0,0,0,1,0,3000,0,0,0,0,0,84,0,1,18,10,0,0,2,0,0,27920.0,14020.0,13900.0,3,64,2014,1,2,2,1,0,1,0,750,0,1
0,0,3,1,0,2,0,1,0,0,0,0,1,0,2850,0,0,0,0,0,115,0,0,6,8,1,1,17,0,0,18725.0,15025.0,3700.0,0,33,2015,0,5,2,1,0,0,1,750,0,0
0,0,1,1,0,2,1,1,0,0,0,0,1,0,3000,0,0,0,0,1,14,0,0,10,7,0,0,25,1,0,78610.0,15610.0,63000.0,0,21,2016,1,3,3,1,0,1,0,750,0,1
0,1,2,1,2,1,0,1,0,1,0,0,0,1,3000,0,0,0,0,1,109,0,0,5,7,0,0,19,0,0,85330.0,9130.0,76200.0,1,44,2016,0,4,2,1,0,1,0,750,0,1
0,0,3,0,0,0,1,0,0,0,0,0,0,0,2800,0,1,1,1,0,123,0,0,8,11,0,0,27,1,0,34822.0,11922.0,22900.0,0,51,2019,0,2,1,1,0,0,0,750,0,1
0,0,3,1,0,1,1,2,0,0,0,0,0,0,3000,0,0,0,0,1,279,0,0,12,4,0,0,1,1,0,43252.0,33152.0,10100.0,0,60,2016,0,0,2,1,1,1,0,750,0,1
0,1,4,1,1,0,0,1,0,1,0,0,0,0,3000,1,0,0,0,1,94,0,0,11,1,0,0,8,0,0,30608.0,16208.0,14400.0,0,40,2016,0,1,2,1,0,1,0,750,0,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,1,186,0,0,0,7,0,0,17,1,0,25264.0,8864.0,16400.0,0,47,2017,1,2,3,1,1,1,0,750,0,1
0,0,1,1,0,2,1,0,0,0,0,0,1,0,3000,0,0,0,0,0,55,0,0,0,11,0,0,21,0,0,20109.0,4409.0,15700.0,0,33,2015,1,3,2,2,0,1,1,750,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,3000,0,1,1,1,0,154,0,0,12,5,0,0,14,1,0,53879.0,12879.0,41000.0,0,59,2017,0,1,1,1,0,0,0,750,0,1
0,0,3,1,1,1,1,1,0,1,0,0,0,0,2650,0,0,0,0,2,44,0,0,16,1,0,0,5,1,0,70638.0,20938.0,49700.0,0,51,2017,1,5,3,3,0,1,0,750,0,1
0,1,4,1,1,0,0,2,1,1,0,0,0,0,3000,0,0,0,0,0,78,0,0,13,5,0,0,10,1,0,39703.0,31203.0,8500.0,3,48,2017,0,4,2,1,0,1,0,750,0,0
